Class_name,Mean_PQMas,Mean_tm1c,Mean_tm2c,Mean_tm3c,Mean_tm4c,Mean_tm5c,Mean_tm7c
CloudShadow_Bare,8191.0000000000000000,245.0000000000000000,330.0000000000000000,341.0000000000000000,653.0000000000000000,695.0000000000000000,370.0000000000000000
CloudShadow_Bare,8191.0000000000000000,262.0000000000000000,330.0000000000000000,315.0000000000000000,653.0000000000000000,650.0000000000000000,338.0000000000000000
CloudShadow_Bare,8191.0000000000000000,245.0000000000000000,298.0000000000000000,315.0000000000000000,619.0000000000000000,581.0000000000000000,338.0000000000000000
CloudShadow_Bare,8191.0000000000000000,262.0000000000000000,298.0000000000000000,341.0000000000000000,653.0000000000000000,604.0000000000000000,402.0000000000000000
CloudShadow_Bare,8191.0000000000000000,278.0000000000000000,330.0000000000000000,341.0000000000000000,653.0000000000000000,672.0000000000000000,338.0000000000000000
CloudShadow_Bare,8191.0000000000000000,295.0000000000000000,362.0000000000000000,367.0000000000000000,788.0000000000000000,878.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,295.0000000000000000,427.0000000000000000,393.0000000000000000,754.0000000000000000,809.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,229.0000000000000000,362.0000000000000000,341.0000000000000000,754.0000000000000000,741.0000000000000000,338.0000000000000000
CloudShadow_Bare,8191.0000000000000000,229.0000000000000000,362.0000000000000000,341.0000000000000000,720.0000000000000000,695.0000000000000000,370.0000000000000000
CloudShadow_Bare,8191.0000000000000000,278.0000000000000000,362.0000000000000000,367.0000000000000000,720.0000000000000000,695.0000000000000000,434.0000000000000000
CloudShadow_Bare,8191.0000000000000000,311.0000000000000000,362.0000000000000000,419.0000000000000000,754.0000000000000000,786.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,295.0000000000000000,394.0000000000000000,445.0000000000000000,788.0000000000000000,923.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,427.0000000000000000,445.0000000000000000,788.0000000000000000,809.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,427.0000000000000000,419.0000000000000000,890.0000000000000000,809.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,491.0000000000000000,497.0000000000000000,856.0000000000000000,923.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,311.0000000000000000,459.0000000000000000,445.0000000000000000,687.0000000000000000,764.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,394.0000000000000000,393.0000000000000000,687.0000000000000000,695.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,394.0000000000000000,393.0000000000000000,822.0000000000000000,627.0000000000000000,402.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,427.0000000000000000,445.0000000000000000,856.0000000000000000,741.0000000000000000,434.0000000000000000
CloudShadow_Bare,8191.0000000000000000,443.0000000000000000,491.0000000000000000,548.0000000000000000,856.0000000000000000,900.0000000000000000,594.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,491.0000000000000000,471.0000000000000000,754.0000000000000000,832.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,394.0000000000000000,419.0000000000000000,720.0000000000000000,764.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,427.0000000000000000,445.0000000000000000,754.0000000000000000,695.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,491.0000000000000000,523.0000000000000000,788.0000000000000000,786.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,410.0000000000000000,491.0000000000000000,497.0000000000000000,856.0000000000000000,855.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,445.0000000000000000,788.0000000000000000,832.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,459.0000000000000000,471.0000000000000000,788.0000000000000000,741.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,426.0000000000000000,459.0000000000000000,548.0000000000000000,822.0000000000000000,809.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,459.0000000000000000,445.0000000000000000,822.0000000000000000,786.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,523.0000000000000000,523.0000000000000000,822.0000000000000000,855.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,459.0000000000000000,497.0000000000000000,788.0000000000000000,832.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,491.0000000000000000,497.0000000000000000,788.0000000000000000,741.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,426.0000000000000000,491.0000000000000000,497.0000000000000000,788.0000000000000000,809.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,445.0000000000000000,788.0000000000000000,786.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,491.0000000000000000,497.0000000000000000,788.0000000000000000,878.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,459.0000000000000000,497.0000000000000000,788.0000000000000000,786.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,491.0000000000000000,471.0000000000000000,788.0000000000000000,764.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,426.0000000000000000,459.0000000000000000,471.0000000000000000,788.0000000000000000,832.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,471.0000000000000000,754.0000000000000000,764.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,523.0000000000000000,788.0000000000000000,878.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,523.0000000000000000,788.0000000000000000,832.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,410.0000000000000000,459.0000000000000000,471.0000000000000000,788.0000000000000000,832.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,410.0000000000000000,459.0000000000000000,471.0000000000000000,754.0000000000000000,809.0000000000000000,594.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,497.0000000000000000,754.0000000000000000,741.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,426.0000000000000000,491.0000000000000000,549.0000000000000000,822.0000000000000000,923.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,459.0000000000000000,523.0000000000000000,754.0000000000000000,878.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,497.0000000000000000,754.0000000000000000,786.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,410.0000000000000000,459.0000000000000000,471.0000000000000000,788.0000000000000000,786.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,523.0000000000000000,471.0000000000000000,788.0000000000000000,764.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,459.0000000000000000,471.0000000000000000,788.0000000000000000,764.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,443.0000000000000000,491.0000000000000000,497.0000000000000000,856.0000000000000000,900.0000000000000000,594.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,427.0000000000000000,523.0000000000000000,788.0000000000000000,855.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,427.0000000000000000,497.0000000000000000,720.0000000000000000,809.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,427.0000000000000000,471.0000000000000000,720.0000000000000000,786.0000000000000000,434.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,427.0000000000000000,445.0000000000000000,754.0000000000000000,741.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,497.0000000000000000,754.0000000000000000,764.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,445.0000000000000000,754.0000000000000000,786.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,445.0000000000000000,788.0000000000000000,855.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,427.0000000000000000,497.0000000000000000,754.0000000000000000,809.0000000000000000,434.0000000000000000
CloudShadow_Bare,8191.0000000000000000,311.0000000000000000,394.0000000000000000,471.0000000000000000,754.0000000000000000,786.0000000000000000,402.0000000000000000
CloudShadow_Bare,8191.0000000000000000,295.0000000000000000,427.0000000000000000,471.0000000000000000,754.0000000000000000,786.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,427.0000000000000000,471.0000000000000000,754.0000000000000000,718.0000000000000000,402.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,427.0000000000000000,471.0000000000000000,788.0000000000000000,718.0000000000000000,402.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,427.0000000000000000,445.0000000000000000,754.0000000000000000,764.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,427.0000000000000000,445.0000000000000000,754.0000000000000000,832.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,497.0000000000000000,754.0000000000000000,832.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,497.0000000000000000,754.0000000000000000,832.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,471.0000000000000000,754.0000000000000000,809.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,459.0000000000000000,445.0000000000000000,754.0000000000000000,786.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,427.0000000000000000,471.0000000000000000,788.0000000000000000,741.0000000000000000,466.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,427.0000000000000000,419.0000000000000000,788.0000000000000000,695.0000000000000000,338.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,427.0000000000000000,471.0000000000000000,822.0000000000000000,832.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,548.0000000000000000,788.0000000000000000,923.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,427.0000000000000000,523.0000000000000000,754.0000000000000000,878.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,427.0000000000000000,523.0000000000000000,720.0000000000000000,832.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,427.0000000000000000,497.0000000000000000,720.0000000000000000,786.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,445.0000000000000000,754.0000000000000000,786.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,459.0000000000000000,471.0000000000000000,754.0000000000000000,832.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,459.0000000000000000,445.0000000000000000,754.0000000000000000,809.0000000000000000,498.0000000000000000
CloudShadow_Bare,8191.0000000000000000,311.0000000000000000,427.0000000000000000,419.0000000000000000,754.0000000000000000,878.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,497.0000000000000000,788.0000000000000000,923.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,497.0000000000000000,754.0000000000000000,855.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,427.0000000000000000,497.0000000000000000,754.0000000000000000,878.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,459.0000000000000000,497.0000000000000000,754.0000000000000000,809.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,410.0000000000000000,491.0000000000000000,497.0000000000000000,754.0000000000000000,878.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,523.0000000000000000,720.0000000000000000,900.0000000000000000,594.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,427.0000000000000000,497.0000000000000000,720.0000000000000000,809.0000000000000000,594.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,394.0000000000000000,471.0000000000000000,788.0000000000000000,946.0000000000000000,594.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,523.0000000000000000,548.0000000000000000,788.0000000000000000,969.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,497.0000000000000000,754.0000000000000000,855.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,459.0000000000000000,497.0000000000000000,754.0000000000000000,923.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,393.0000000000000000,491.0000000000000000,523.0000000000000000,788.0000000000000000,878.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,377.0000000000000000,491.0000000000000000,497.0000000000000000,788.0000000000000000,878.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,459.0000000000000000,471.0000000000000000,754.0000000000000000,878.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,459.0000000000000000,419.0000000000000000,754.0000000000000000,878.0000000000000000,594.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,471.0000000000000000,788.0000000000000000,878.0000000000000000,594.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,491.0000000000000000,497.0000000000000000,788.0000000000000000,878.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,360.0000000000000000,459.0000000000000000,471.0000000000000000,720.0000000000000000,878.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,459.0000000000000000,471.0000000000000000,720.0000000000000000,855.0000000000000000,530.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,459.0000000000000000,471.0000000000000000,687.0000000000000000,923.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,344.0000000000000000,427.0000000000000000,471.0000000000000000,720.0000000000000000,855.0000000000000000,562.0000000000000000
CloudShadow_Bare,8191.0000000000000000,328.0000000000000000,427.0000000000000000,445.0000000000000000,788.0000000000000000,946.0000000000000000,594.0000000000000000
CloudShadow_Bare,16383.0000000000000000,442.0000000000000000,555.0000000000000000,600.0000000000000000,856.0000000000000000,1106.0000000000000000,754.0000000000000000
CloudShadow_Bare,16383.0000000000000000,393.0000000000000000,491.0000000000000000,548.0000000000000000,822.0000000000000000,946.0000000000000000,626.0000000000000000
CloudShadow_Bare,16383.0000000000000000,360.0000000000000000,491.0000000000000000,548.0000000000000000,822.0000000000000000,1014.0000000000000000,690.0000000000000000
CloudShadow_Bare,16383.0000000000000000,360.0000000000000000,491.0000000000000000,497.0000000000000000,754.0000000000000000,878.0000000000000000,594.0000000000000000
CloudShadow_Bare,16383.0000000000000000,393.0000000000000000,491.0000000000000000,548.0000000000000000,822.0000000000000000,1083.0000000000000000,690.0000000000000000
CloudShadow_Bare,16383.0000000000000000,360.0000000000000000,491.0000000000000000,497.0000000000000000,720.0000000000000000,946.0000000000000000,594.0000000000000000
CloudShadow_Bare,16383.0000000000000000,377.0000000000000000,523.0000000000000000,548.0000000000000000,822.0000000000000000,1083.0000000000000000,690.0000000000000000
CloudShadow_Bare,16383.0000000000000000,360.0000000000000000,459.0000000000000000,497.0000000000000000,788.0000000000000000,1014.0000000000000000,626.0000000000000000
CloudShadow_Bare,16383.0000000000000000,360.0000000000000000,491.0000000000000000,548.0000000000000000,856.0000000000000000,1014.0000000000000000,626.0000000000000000
CloudShadow_Bare,16383.0000000000000000,377.0000000000000000,523.0000000000000000,548.0000000000000000,788.0000000000000000,923.0000000000000000,530.0000000000000000
CloudShadow_Bare,16383.0000000000000000,377.0000000000000000,523.0000000000000000,523.0000000000000000,856.0000000000000000,1014.0000000000000000,658.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,555.0000000000000000,574.0000000000000000,923.0000000000000000,992.0000000000000000,562.0000000000000000
CloudShadow_Bare,16383.0000000000000000,459.0000000000000000,619.0000000000000000,626.0000000000000000,991.0000000000000000,1060.0000000000000000,594.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,523.0000000000000000,548.0000000000000000,856.0000000000000000,946.0000000000000000,530.0000000000000000
CloudShadow_Bare,16383.0000000000000000,410.0000000000000000,523.0000000000000000,600.0000000000000000,890.0000000000000000,969.0000000000000000,562.0000000000000000
CloudShadow_Bare,16383.0000000000000000,393.0000000000000000,523.0000000000000000,574.0000000000000000,856.0000000000000000,923.0000000000000000,562.0000000000000000
CloudShadow_Bare,16383.0000000000000000,410.0000000000000000,523.0000000000000000,626.0000000000000000,923.0000000000000000,1014.0000000000000000,594.0000000000000000
CloudShadow_Bare,16383.0000000000000000,377.0000000000000000,491.0000000000000000,574.0000000000000000,822.0000000000000000,878.0000000000000000,562.0000000000000000
CloudShadow_Bare,16383.0000000000000000,360.0000000000000000,491.0000000000000000,574.0000000000000000,856.0000000000000000,946.0000000000000000,530.0000000000000000
CloudShadow_Bare,16383.0000000000000000,377.0000000000000000,523.0000000000000000,523.0000000000000000,822.0000000000000000,1014.0000000000000000,658.0000000000000000
CloudShadow_Bare,16383.0000000000000000,443.0000000000000000,523.0000000000000000,574.0000000000000000,822.0000000000000000,969.0000000000000000,594.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,555.0000000000000000,574.0000000000000000,822.0000000000000000,992.0000000000000000,594.0000000000000000
CloudShadow_Bare,16383.0000000000000000,443.0000000000000000,587.0000000000000000,574.0000000000000000,822.0000000000000000,1037.0000000000000000,658.0000000000000000
CloudShadow_Bare,16383.0000000000000000,443.0000000000000000,587.0000000000000000,574.0000000000000000,822.0000000000000000,1037.0000000000000000,658.0000000000000000
CloudShadow_Bare,16383.0000000000000000,541.0000000000000000,555.0000000000000000,600.0000000000000000,822.0000000000000000,1037.0000000000000000,658.0000000000000000
CloudShadow_Bare,16383.0000000000000000,443.0000000000000000,555.0000000000000000,574.0000000000000000,788.0000000000000000,992.0000000000000000,658.0000000000000000
CloudShadow_Bare,16383.0000000000000000,443.0000000000000000,555.0000000000000000,574.0000000000000000,788.0000000000000000,992.0000000000000000,658.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,523.0000000000000000,574.0000000000000000,856.0000000000000000,1037.0000000000000000,722.0000000000000000
CloudShadow_Bare,16383.0000000000000000,459.0000000000000000,555.0000000000000000,574.0000000000000000,856.0000000000000000,969.0000000000000000,626.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,523.0000000000000000,600.0000000000000000,788.0000000000000000,1037.0000000000000000,690.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,523.0000000000000000,600.0000000000000000,788.0000000000000000,1037.0000000000000000,690.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,523.0000000000000000,574.0000000000000000,856.0000000000000000,1060.0000000000000000,690.0000000000000000
CloudShadow_Bare,16383.0000000000000000,410.0000000000000000,523.0000000000000000,549.0000000000000000,788.0000000000000000,1014.0000000000000000,722.0000000000000000
CloudShadow_Bare,16383.0000000000000000,410.0000000000000000,523.0000000000000000,549.0000000000000000,788.0000000000000000,1014.0000000000000000,722.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,555.0000000000000000,574.0000000000000000,822.0000000000000000,1037.0000000000000000,658.0000000000000000
CloudShadow_Bare,16383.0000000000000000,410.0000000000000000,491.0000000000000000,497.0000000000000000,788.0000000000000000,969.0000000000000000,658.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,555.0000000000000000,574.0000000000000000,856.0000000000000000,1014.0000000000000000,754.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,555.0000000000000000,574.0000000000000000,856.0000000000000000,1014.0000000000000000,754.0000000000000000
CloudShadow_Bare,16383.0000000000000000,426.0000000000000000,491.0000000000000000,523.0000000000000000,822.0000000000000000,946.0000000000000000,626.0000000000000000
CloudShadow_Bare,16383.0000000000000000,443.0000000000000000,523.0000000000000000,549.0000000000000000,890.0000000000000000,1014.0000000000000000,658.0000000000000000
