year,cellid,waterpix,clearpix,waterobs,clearobs
2001, 122_-035, 26855, 53414, 64404, 143889
2001, 112_-025, 0, 0, 0, 0
2001, 148_-032, 44648, 15813842, 197269, 240269579
2001, 138_-031, 9998, 14764064, 41001, 178831884
2001, 124_-016, 393599, 5785260, 4756460, 96706979
2001, 138_-018, 26930, 15802823, 86823, 236638744
2001, 138_-036, 239043, 5636364, 1078867, 31280318
2001, 144_-039, 147994, 3750307, 612772, 19891836
2001, 131_-014, 68387, 15513540, 169334, 201674202
2001, 131_-018, 5038, 15984978, 12803, 292452018
2001, 137_-017, 282626, 12997900, 1387789, 193992106
2001, 126_-025, 14940, 15999742, 15434, 286027657
2001, 127_-028, 12293, 15999564, 12293, 303087445
2001, 145_-020, 55855, 15340336, 264673, 234818339
2001, 139_-021, 59714, 14751105, 674405, 269923799
2001, 137_-026, 607, 15999817, 621, 320612871
2001, 134_-032, 188603, 15989247, 220570, 217620897
2001, 128_-021, 89655, 15987880, 124368, 280841942
2001, 153_-029, 130770, 6186222, 922389, 63878857
2001, 141_-017, 424246, 12019024, 1272952, 149932926
2001, 134_-013, 292263, 15305907, 1083459, 213755787
2001, 117_-032, 50164, 15995806, 157713, 193899677
2001, 153_-033, 0, 0, 0, 0
2001, 131_-021, 15045, 15999982, 73194, 235815641
2001, 148_-026, 28679, 14767290, 253092, 264246778
2001, 148_-024, 265390, 15860567, 2006225, 274888816
2001, 137_-032, 725302, 15944989, 843685, 160674575
2001, 118_-033, 97122, 15994562, 255614, 123413950
2001, 122_-011, 44503, 475237, 44503, 475237
2001, 138_-024, 8618, 15997989, 15558, 300205477
2001, 142_-023, 39892, 15936268, 63247, 344845898
2001, 152_-031, 49108, 8778627, 330545, 99877650
2001, 145_-030, 170598, 15999935, 299924, 306625269
2001, 147_-034, 103703, 15915144, 258738, 189545514
2001, 131_-023, 80186, 15796748, 143973, 205742177
2001, 130_-013, 340482, 5309887, 2342716, 69760388
2001, 137_-016, 106179, 469322, 620392, 6450739
2001, 123_-026, 235515, 15999166, 1026964, 272519907
2001, 138_-026, 103453, 15999931, 244455, 229780782
2001, 141_-029, 8933, 15999536, 18400, 301971848
2001, 132_-028, 10016, 15888752, 10922, 290730381
2001, 149_-040, 0, 0, 0, 0
2001, 128_-018, 50156, 14563980, 240599, 299445448
2001, 127_-014, 36425, 615388, 425262, 8875091
2001, 149_-025, 51958, 15585904, 293293, 240588663
2001, 146_-018, 44422, 905784, 334399, 9001286
2001, 119_-021, 230722, 15573198, 525315, 280579545
2001, 141_-014, 267928, 6914899, 1455369, 77398552
2001, 140_-014, 0, 0, 0, 0
2001, 117_-021, 306480, 5413171, 1098592, 94557576
2001, 147_-021, 190008, 14056242, 1757431, 210165885
2001, 125_-032, 1108, 15999994, 1108, 217822972
2001, 151_-038, 0, 0, 0, 0
2001, 147_-041, 55376, 1436917, 163438, 5739454
2001, 128_-016, 1229880, 13942397, 3969101, 207181551
2001, 141_-013, 184120, 4094174, 1059310, 35599590
2001, 144_-034, 25507, 15999623, 102899, 301032338
2001, 141_-021, 41036, 15999986, 78917, 321010355
2001, 150_-037, 113216, 878100, 1225802, 11295493
2001, 135_-023, 1472, 15860160, 5131, 288063000
2001, 123_-018, 1178688, 14090298, 3306845, 269285263
2001, 113_-032, 0, 0, 0, 0
2001, 151_-027, 46991, 15476767, 306102, 153226115
2001, 137_-019, 132619, 15910188, 1342197, 324905734
2001, 153_-026, 74004, 1847919, 455955, 24163183
2001, 135_-022, 5749, 15913481, 18510, 300978017
2001, 124_-018, 83871, 15815324, 294778, 258055810
2001, 120_-019, 0, 0, 0, 0
2001, 145_-017, 127815, 6127315, 986975, 58500329
2001, 138_-037, 0, 0, 0, 0
2001, 152_-032, 228996, 8259761, 1579241, 85181593
2001, 137_-036, 185374, 6406149, 617647, 30146168
2001, 142_-031, 75866, 15969266, 213330, 236920942
2001, 141_-015, 148770, 6818168, 626551, 88101302
2001, 129_-013, 0, 0, 0, 0
2001, 125_-024, 113193, 15999986, 869048, 296450371
2001, 133_-016, 90089, 15965253, 103563, 266190804
2001, 135_-026, 32896, 15999277, 82641, 317764900
2001, 139_-031, 691380, 14460611, 784888, 253967165
2001, 120_-030, 534845, 15995555, 1917680, 210645272
2001, 124_-019, 59984, 15863223, 285729, 235427326
2001, 133_-017, 10785, 15999963, 16906, 298162826
2001, 144_-031, 235843, 15997539, 451550, 209814614
2001, 136_-031, 85580, 15999460, 135468, 248358897
2001, 123_-028, 135266, 15998510, 339706, 254485061
2001, 123_-015, 106, 365, 106, 365
2001, 125_-031, 669, 15999812, 672, 218390633
2001, 124_-025, 34052, 15999936, 103535, 231456859
2001, 117_-023, 8239, 13892524, 11042, 249185114
2001, 146_-016, 0, 0, 0, 0
2001, 140_-031, 63247, 15999963, 87522, 305270653
2001, 143_-017, 153334, 15985718, 354075, 241464405
2001, 144_-019, 62785, 15683738, 100814, 173212905
2001, 142_-028, 30361, 15986991, 75594, 226995618
2001, 138_-019, 13051, 15557545, 83410, 262403229
2001, 117_-028, 75069, 15989422, 106181, 272513379
2001, 149_-028, 52522, 15988811, 209434, 271045922
2001, 124_-030, 45697, 15999910, 47425, 193492783
2001, 144_-020, 31168, 15327686, 108140, 182282385
2001, 130_-031, 39333, 16000000, 39337, 223946404
2001, 118_-020, 324, 1144, 3579, 26082
2001, 147_-035, 12540, 15845678, 31064, 182866507
2001, 136_-030, 79349, 15980567, 110022, 294876053
2001, 117_-031, 142748, 15999769, 425564, 254033237
2001, 116_-024, 34928, 15178637, 59976, 311646093
2001, 118_-036, 7854, 23681, 28987, 98558
2001, 130_-016, 160053, 14455298, 1556160, 302240890
2001, 141_-036, 3133, 15996844, 4326, 173563978
2001, 141_-016, 508684, 7951179, 1566416, 85522779
2001, 149_-020, 0, 0, 0, 0
2001, 124_-031, 8435, 15999944, 8583, 136893096
2001, 136_-022, 51187, 15999082, 108816, 321385622
2001, 146_-031, 48815, 15995301, 84768, 248670248
2001, 112_-026, 7324, 274170, 36677, 2344121
2001, 152_-029, 28752, 11576175, 140570, 149600072
2001, 151_-028, 172897, 15708370, 511011, 150185796
2001, 131_-012, 284338, 4001363, 1536735, 42248489
2001, 136_-012, 107912, 806192, 649520, 6357608
2001, 146_-039, 242065, 10321006, 779317, 54221869
2001, 127_-025, 1001, 15910158, 1003, 274659758
2001, 128_-015, 907322, 2524394, 3097599, 30357476
2001, 125_-033, 5921, 8419801, 13805, 81474698
2001, 150_-033, 64682, 9565165, 432879, 66001231
2001, 150_-034, 175675, 8957739, 1149806, 83061679
2001, 132_-034, 0, 0, 0, 0
2001, 150_-024, 494773, 12529186, 1553124, 137425792
2001, 129_-020, 40565, 15994604, 280839, 351745866
2001, 119_-020, 25918, 322057, 145357, 5130780
2001, 138_-038, 0, 0, 0, 0
2001, 132_-025, 30493, 14645377, 46966, 262958837
2001, 121_-032, 1075949, 15976345, 3726545, 144979242
2001, 147_-031, 78101, 15998947, 447288, 232671830
2001, 145_-031, 144890, 15964871, 610052, 301477964
2001, 145_-033, 32341, 15932895, 32932, 286202706
2001, 146_-044, 308834, 4560604, 776325, 15574435
2001, 120_-024, 102741, 15936080, 137841, 300610899
2001, 126_-014, 92332, 1082764, 1158623, 17453248
2001, 117_-033, 26548, 15993821, 109549, 130912333
2001, 147_-023, 115508, 15935486, 196900, 284441751
2001, 146_-025, 43208, 15666167, 64478, 271460431
2001, 149_-034, 84374, 12916798, 784568, 160543017
2001, 147_-028, 21500, 16000000, 41789, 254670888
2001, 142_-032, 57057, 15905711, 709560, 247408803
2001, 129_-017, 22841, 15147948, 40004, 278523950
2001, 138_-022, 28800, 15999998, 66742, 362664514
2001, 114_-036, 0, 0, 0, 0
2001, 140_-035, 185972, 15994062, 1715502, 186226586
2001, 144_-032, 22384, 15991971, 91909, 186755064
2001, 114_-035, 1342, 3662, 6973, 21334
2001, 137_-015, 0, 0, 0, 0
2001, 135_-029, 114761, 15990478, 142751, 332823671
2001, 126_-024, 31294, 15999721, 79294, 237700548
2001, 120_-033, 707558, 15999173, 2673082, 178874901
2001, 140_-015, 0, 0, 0, 0
2001, 144_-015, 160043, 8558461, 753081, 77198327
2001, 147_-045, 0, 0, 0, 0
2001, 121_-027, 38750, 15999398, 122240, 321943832
2001, 142_-025, 19245, 15977949, 32693, 352928710
2001, 140_-027, 133177, 15978816, 979520, 322521826
2001, 145_-035, 755180, 15999824, 2367726, 215406106
2001, 142_-013, 45820, 15838032, 303964, 75263124
2001, 134_-016, 17529, 15920451, 44814, 244473570
2001, 143_-035, 99497, 15999604, 574552, 196266442
2001, 150_-032, 148508, 13306373, 1117452, 114684337
2001, 140_-011, 0, 0, 0, 0
2001, 149_-022, 159033, 4532512, 1058773, 73489389
2001, 124_-033, 19493, 14764767, 35087, 94617234
2001, 117_-030, 477084, 15966331, 1269156, 237164126
2001, 135_-037, 0, 0, 0, 0
2001, 139_-022, 11262, 15685096, 24754, 319689504
2001, 137_-025, 1196, 15999979, 1196, 317254317
2001, 115_-033, 411534, 4854234, 4892868, 57415594
2001, 141_-034, 165372, 16000000, 2526696, 254366929
2001, 137_-023, 19279, 15970694, 22854, 265998125
2001, 118_-030, 17929, 15999932, 27372, 183824074
2001, 117_-035, 65995, 15738291, 201590, 22595673
2001, 130_-033, 0, 0, 0, 0
2001, 130_-024, 4692, 15941001, 7884, 270445555
2001, 131_-017, 48363, 15904198, 128740, 305602080
2001, 118_-024, 56412, 15015961, 57914, 271770959
2001, 152_-026, 261107, 12865582, 1839668, 136247239
2001, 131_-013, 596641, 12291175, 3283263, 172128623
2001, 116_-033, 52398, 15574059, 221526, 131874598
2001, 139_-028, 219559, 15997535, 650111, 211635405
2001, 152_-030, 80599, 10094170, 430091, 116084429
2001, 148_-030, 122357, 15999569, 806397, 227229247
2001, 150_-035, 331816, 10068178, 2554062, 111044877
2001, 143_-011, 0, 0, 0, 0
2001, 138_-035, 169091, 10875521, 998456, 111197812
2001, 129_-028, 4158, 15942606, 4185, 261591700
2001, 115_-030, 182204, 15984666, 446629, 234636880
2001, 132_-017, 3735, 15999942, 6310, 223501515
2001, 144_-035, 157398, 15999924, 664478, 274244207
2001, 116_-026, 6407, 15975518, 7568, 268441563
2001, 133_-012, 168633, 4114732, 867482, 41635307
2001, 120_-029, 65495, 15997364, 98225, 228984454
2001, 140_-038, 206566, 13664120, 958026, 70975093
2001, 122_-012, 0, 0, 0, 0
2001, 121_-030, 623146, 15998349, 1186725, 188910184
2001, 148_-025, 143307, 14545166, 604712, 271576885
2001, 120_-022, 19202, 15460171, 45557, 272987449
2001, 150_-038, 5243, 38318, 40166, 405049
2001, 134_-027, 120581, 15997023, 187272, 273123843
2001, 152_-027, 85325, 12212956, 598403, 128698992
2001, 140_-039, 5466, 333316, 12010, 984064
2001, 122_-016, 0, 0, 0, 0
2001, 126_-019, 14823, 7212353, 41530, 112652595
2001, 141_-023, 19008, 15940736, 51960, 333516747
2001, 139_-030, 59066, 15910455, 67730, 318176933
2001, 143_-038, 156892, 15483815, 922187, 134773275
2001, 148_-021, 233111, 8921455, 1590981, 122877714
2001, 130_-021, 43591, 15999386, 145630, 292358355
2001, 116_-020, 0, 0, 0, 0
2001, 139_-034, 4619, 15871162, 4902, 199879452
2001, 114_-026, 54834, 15027545, 158446, 223061642
2001, 137_-018, 51029, 15432827, 402449, 285105685
2001, 140_-022, 7105, 15487101, 14720, 273874550
2001, 121_-018, 0, 0, 0, 0
2001, 147_-036, 97341, 14099038, 561425, 169763458
2001, 137_-029, 3857932, 15999155, 4888279, 108522648
2001, 152_-033, 386531, 4029962, 3377532, 37770840
2001, 135_-020, 112679, 16000000, 196112, 270767883
2001, 129_-025, 108343, 15656584, 225481, 234635219
2001, 133_-031, 6071, 15998849, 6118, 222602787
2001, 150_-029, 205383, 15971022, 849192, 241249420
2001, 144_-036, 668096, 15999383, 1959443, 182583574
2001, 128_-023, 3373930, 15994698, 11999502, 218455779
2001, 147_-018, 0, 0, 0, 0
2001, 151_-031, 22030, 13974308, 163583, 177191245
2001, 136_-026, 8, 15999662, 8, 319327233
2001, 141_-027, 121374, 15977953, 498803, 312198744
2001, 121_-025, 183546, 15999785, 636766, 317701909
2001, 133_-020, 9294, 15999582, 15047, 268838376
2001, 134_-024, 10659, 14276131, 13241, 239675515
2001, 148_-022, 65762, 13594667, 563381, 187680826
2001, 145_-023, 80964, 15994355, 247362, 305531011
2001, 131_-028, 3482, 15997538, 4622, 280939827
2001, 137_-021, 19990, 16000000, 82073, 273915975
2001, 127_-031, 125, 16000000, 125, 223315690
2001, 127_-033, 14411, 3165774, 48531, 18303340
2001, 132_-033, 12610, 199781, 65266, 2076619
2001, 141_-039, 25213, 4089233, 44307, 15006384
2001, 124_-017, 264360, 11542453, 2423084, 203341306
2001, 151_-037, 0, 0, 0, 0
2001, 136_-020, 67248, 15999998, 96260, 245779971
2001, 124_-015, 32242, 99966, 490467, 1780095
2001, 133_-015, 96648, 15752587, 135253, 235650984
2001, 117_-036, 47239, 780432, 111173, 1849063
2001, 140_-013, 0, 0, 0, 0
2001, 148_-039, 0, 0, 0, 0
2001, 146_-040, 24268, 130613, 103370, 651062
2001, 115_-023, 42602, 15862707, 89219, 246169090
2001, 131_-016, 24553, 15177663, 94231, 219024207
2001, 129_-022, 103066, 15999228, 487568, 290711412
2001, 146_-034, 71018, 15831765, 651903, 232548286
2001, 151_-023, 0, 0, 0, 0
2001, 116_-028, 2308, 15998632, 4453, 301455091
2001, 143_-021, 81170, 15920685, 118952, 315263054
2001, 149_-027, 31200, 15975513, 160576, 274360152
2001, 123_-011, 3303, 311122, 3303, 311122
2001, 137_-037, 7005, 198138, 14562, 462662
2001, 136_-029, 720839, 15958225, 1023532, 302994880
2001, 146_-038, 141409, 5219331, 482059, 32868089
2001, 122_-023, 189224, 15929929, 414711, 335257351
2001, 145_-043, 167336, 4945943, 326718, 11592408
2001, 146_-021, 362210, 15684245, 3436456, 283464217
2001, 119_-023, 923421, 15502032, 10458659, 323089110
2001, 133_-018, 904847, 15999925, 4445363, 330053594
2001, 145_-040, 0, 0, 0, 0
2001, 146_-045, 0, 0, 0, 0
2001, 139_-017, 129777, 1616880, 705584, 20958342
2001, 131_-031, 2585, 16000000, 3123, 246198365
2001, 146_-028, 79023, 15999996, 139910, 313900646
2001, 146_-041, 611, 2865, 3079, 18714
2001, 127_-019, 25824, 15709439, 55596, 242571910
2001, 142_-024, 17114, 15986363, 21558, 357545739
2001, 140_-026, 111949, 15993579, 260297, 316877683
2001, 115_-022, 611785, 9281426, 4457365, 148880999
2001, 133_-011, 897, 1851, 4488, 12339
2001, 125_-028, 989, 15999817, 989, 204408197
2001, 123_-022, 5315, 15999972, 8874, 287039306
2001, 129_-011, 0, 0, 0, 0
2001, 150_-030, 93205, 15280287, 412533, 204982148
2001, 135_-011, 0, 0, 0, 0
2001, 130_-019, 19394, 15993205, 61928, 272440865
2001, 141_-011, 0, 0, 0, 0
2001, 135_-017, 6049, 15756994, 14453, 257520314
2001, 134_-020, 17123, 15987516, 26606, 271388953
2001, 115_-028, 22056, 15991830, 60092, 296672507
2001, 118_-028, 62887, 15997457, 100891, 299857506
2001, 144_-038, 130213, 14669408, 549156, 81665933
2001, 130_-011, 0, 0, 0, 0
2001, 144_-018, 39263, 14695717, 91065, 236469051
2001, 120_-028, 26277, 15994669, 57796, 268241017
2001, 126_-034, 0, 0, 0, 0
2001, 128_-014, 0, 0, 0, 0
2001, 139_-024, 33022, 15998670, 62815, 333234111
2001, 122_-033, 119196, 15995973, 279345, 110843217
2001, 128_-030, 28053, 15999940, 59338, 291730246
2001, 131_-026, 74726, 15917466, 224204, 258255025
2001, 144_-011, 0, 0, 0, 0
2001, 120_-031, 33434, 15997327, 134765, 213672046
2001, 126_-030, 97660, 15999919, 118637, 203861071
2001, 143_-028, 31520, 15993843, 85406, 167776591
2001, 142_-011, 63826, 1239916, 144559, 5195772
2001, 116_-031, 110311, 15993836, 432607, 284979736
2001, 114_-021, 0, 0, 0, 0
2001, 121_-031, 127292, 15978982, 251030, 136424430
2001, 123_-023, 277136, 15996974, 445248, 218911991
2001, 129_-014, 54079, 1758690, 253812, 24318938
2001, 126_-020, 161639, 12384895, 456282, 209427569
2001, 148_-028, 53823, 15999247, 330219, 203781994
2001, 143_-024, 103402, 15994414, 149085, 276900098
2001, 140_-028, 172699, 15979430, 2438511, 297761513
2001, 152_-036, 0, 0, 0, 0
2001, 130_-017, 18493, 14970094, 46966, 328400922
2001, 123_-032, 50971, 15999809, 115935, 168096826
2001, 116_-027, 2774, 15991685, 6671, 255449264
2001, 118_-027, 157635, 15991618, 235934, 346875708
2001, 145_-042, 147161, 9954767, 407108, 26094080
2001, 146_-037, 239990, 11695258, 1253369, 91631098
2001, 144_-024, 60697, 15999346, 229819, 346302459
2001, 147_-025, 17461, 14599225, 52822, 211506755
2001, 122_-022, 45532, 15992097, 58191, 298625393
2001, 121_-022, 35890, 15924519, 92286, 344327985
2001, 133_-033, 101139, 3443243, 449500, 30158625
2001, 132_-014, 28778, 15219331, 69681, 209196612
2001, 125_-015, 302198, 6294780, 4092455, 114162862
2001, 121_-028, 211830, 15998390, 620054, 267484515
2001, 144_-023, 127605, 15998876, 153716, 360855690
2001, 136_-013, 323230, 9106160, 1846780, 89368017
2001, 121_-026, 135505, 15997119, 913047, 308057083
2001, 121_-024, 313095, 15995403, 1188937, 359051116
2001, 135_-032, 1089393, 15780586, 1248544, 128382280
2001, 136_-011, 1, 1, 7, 8
2001, 115_-036, 0, 0, 0, 0
2001, 149_-039, 0, 0, 0, 0
2001, 128_-033, 3192, 158313, 17984, 2079316
2001, 145_-021, 41004, 15594040, 183046, 223629614
2001, 147_-044, 142326, 1864399, 395637, 6222363
2001, 122_-018, 104402, 12694014, 506747, 244250958
2001, 114_-022, 301896, 1906764, 989607, 19770257
2001, 129_-012, 0, 0, 0, 0
2001, 138_-020, 10631, 15920183, 21673, 307197824
2001, 143_-016, 51864, 15905752, 90446, 229199398
2001, 115_-025, 10081, 15806289, 11861, 227743725
2001, 126_-029, 3695, 15999954, 4273, 236594954
2001, 126_-015, 170170, 14029176, 1928152, 267481432
2001, 151_-025, 217934, 12182511, 958455, 123119792
2001, 113_-028, 6699, 406082, 35049, 5825122
2001, 151_-024, 261631, 2212992, 592722, 9592470
2001, 136_-037, 4136, 148855, 9091, 341515
2001, 148_-035, 62591, 14905809, 427048, 155009493
2001, 135_-028, 249167, 15971501, 425095, 329856550
2001, 153_-025, 17160, 350960, 83749, 3006046
2001, 141_-033, 2274, 15996446, 3523, 255773728
2001, 145_-041, 37279, 1603233, 64068, 4804906
2001, 124_-021, 45956, 15999994, 223050, 350569690
2001, 120_-017, 0, 0, 0, 0
2001, 130_-026, 1931, 15813766, 4119, 184018313
2001, 122_-015, 0, 0, 0, 0
2001, 153_-031, 54842, 1121172, 441147, 12243880
2001, 135_-024, 3886, 15270127, 4627, 256459061
2001, 149_-033, 142680, 13434166, 1110837, 178951880
2001, 133_-032, 13185, 15999846, 13336, 179368856
2001, 129_-021, 163523, 15996694, 594536, 338049323
2001, 152_-037, 0, 0, 0, 0
2001, 117_-025, 73190, 15598831, 74255, 353389542
2001, 134_-031, 8009, 15996974, 9233, 270611666
2001, 151_-036, 0, 0, 0, 0
2001, 139_-032, 9210, 15773948, 9886, 265221427
2001, 134_-035, 4282, 5983, 10719, 16120
2001, 113_-024, 385480, 5118874, 1050008, 51615398
2001, 150_-025, 29181, 14567536, 166700, 172967790
2001, 143_-026, 47620, 15940383, 158688, 357705709
2001, 115_-020, 0, 0, 0, 0
2001, 138_-023, 15301, 15984503, 74651, 370636373
2001, 121_-021, 1816, 15996559, 2064, 364197478
2001, 116_-023, 54071, 14544034, 64715, 276473754
2001, 120_-035, 0, 0, 0, 0
2001, 138_-032, 54054, 14534711, 55491, 162651191
2001, 136_-027, 32366, 15999711, 66690, 296384162
2001, 134_-023, 4417, 15977174, 6636, 215913908
2001, 149_-042, 0, 0, 0, 0
2001, 148_-044, 1757, 2621, 6719, 10766
2001, 144_-025, 110384, 15905646, 158013, 281154053
2001, 119_-028, 3451, 15994153, 6147, 219339615
2001, 145_-034, 87413, 15957009, 445854, 239251998
2001, 134_-019, 1522792, 15998025, 5895816, 305629620
2001, 150_-036, 234268, 4933620, 2040140, 54636214
2001, 116_-032, 37249, 15626913, 219504, 191238622
2001, 144_-040, 10151, 625502, 18010, 1112232
2001, 123_-016, 4936, 14081, 43811, 172245
2001, 134_-015, 60202, 15515695, 236663, 215162733
2001, 134_-036, 0, 0, 0, 0
2001, 137_-013, 0, 0, 0, 0
2001, 145_-027, 115452, 15998831, 234302, 335733522
2001, 136_-023, 8859, 15911210, 11553, 324864396
2001, 144_-030, 137516, 15999922, 228676, 283197235
2001, 142_-026, 124870, 15996593, 320935, 337222708
2001, 142_-036, 199565, 15999090, 459598, 189850420
2001, 144_-041, 48834, 1880929, 72595, 3568803
2001, 148_-034, 46682, 15045617, 447943, 155101216
2001, 133_-023, 7139, 15858487, 9006, 339211742
2001, 113_-026, 111170, 3458232, 542198, 33281478
2001, 121_-017, 0, 0, 0, 0
2001, 145_-019, 65379, 14230831, 371394, 180289851
2001, 151_-026, 34038, 14299749, 144263, 159250811
2001, 118_-023, 35798, 13922498, 42552, 278068043
2001, 139_-020, 17431, 14810846, 65599, 273649927
2001, 134_-012, 28000, 348672, 175745, 3208215
2001, 132_-021, 3914, 15999431, 10870, 295344687
2001, 147_-029, 30381, 15999963, 113046, 267896249
2001, 128_-020, 162754, 15941705, 576299, 333308612
2001, 137_-033, 121833, 14643647, 384738, 149943449
2001, 144_-013, 0, 0, 0, 0
2001, 137_-011, 0, 0, 0, 0
2001, 133_-026, 70804, 15976695, 96505, 207181647
2001, 142_-029, 118932, 15968307, 437914, 246011517
2001, 124_-029, 300657, 15997767, 1027819, 257072575
2001, 124_-028, 261152, 15999678, 766944, 270272021
2001, 114_-023, 652848, 13417360, 1454548, 160630036
2001, 148_-027, 16479, 15936159, 61000, 253624470
2001, 145_-024, 60185, 15998591, 81100, 322569486
2001, 152_-028, 273642, 12677606, 3868751, 165276331
2001, 138_-028, 301692, 15998968, 543130, 254983698
2001, 146_-026, 54784, 15989881, 77025, 346068873
2001, 146_-024, 60965, 15976533, 78809, 217630949
2001, 126_-032, 462, 15995331, 462, 241445389
2001, 115_-032, 110117, 6813848, 1130632, 118952298
2001, 138_-039, 0, 0, 0, 0
2001, 145_-039, 106998, 8064171, 304580, 26905973
2001, 135_-013, 277089, 13367374, 1532829, 173883354
2001, 126_-021, 111045, 15993397, 949576, 294661858
2001, 132_-013, 665856, 13832604, 3308998, 192205690
2001, 132_-018, 3593, 16000000, 3747, 206393631
2001, 146_-032, 10910, 15982291, 18056, 297987104
2001, 137_-030, 719450, 15957111, 762214, 181105136
2001, 140_-023, 6266, 15993890, 9706, 248905078
2001, 130_-032, 8750, 9380274, 29707, 84054720
2001, 151_-021, 0, 0, 0, 0
2001, 150_-023, 359432, 6988558, 1701175, 75537774
2001, 124_-022, 289630, 15999927, 704112, 294161777
2001, 148_-037, 316919, 9269384, 2985454, 88831206
2001, 144_-027, 111195, 15995873, 147565, 273676694
2001, 141_-018, 87486, 15999977, 385215, 199411658
2001, 119_-022, 23977, 15077015, 46661, 296580755
2001, 119_-026, 112131, 15362228, 242250, 239009127
2001, 133_-028, 20671, 15985547, 24792, 226787403
2001, 117_-024, 39284, 15288448, 62642, 315060158
2001, 139_-026, 59610, 15999306, 110640, 289051702
2001, 147_-027, 27526, 15957702, 56841, 190490842
2001, 144_-037, 127702, 15926732, 430482, 108420498
2001, 128_-026, 12374, 15884447, 16148, 319553886
2001, 143_-020, 16080, 15089812, 40130, 275898156
2001, 138_-030, 36056, 15988905, 72549, 225292591
2001, 136_-032, 849476, 15737033, 968475, 108211393
2001, 124_-014, 0, 0, 0, 0
2001, 136_-033, 287383, 15822038, 308402, 92347218
2001, 127_-022, 424992, 15998542, 3649655, 262456949
2001, 138_-017, 126035, 3805736, 528579, 64340731
2001, 140_-021, 22510, 15590099, 55426, 309023543
2001, 140_-025, 86766, 15999978, 200932, 300524257
2001, 147_-038, 359616, 8487375, 2301119, 54351843
2001, 146_-029, 19963, 16000000, 36094, 253351087
2001, 150_-039, 0, 0, 0, 0
2001, 137_-027, 76540, 15995851, 111402, 286793406
2001, 134_-026, 15134, 15902415, 21278, 307241301
2001, 121_-033, 784528, 15986197, 3751041, 175142099
2001, 113_-030, 0, 0, 0, 0
2001, 113_-033, 0, 0, 0, 0
2001, 134_-029, 5723, 15989621, 6545, 189764119
2001, 114_-030, 36680, 979669, 299370, 18329948
2001, 153_-024, 0, 0, 0, 0
2001, 151_-035, 43870, 376220, 254683, 3398026
2001, 121_-020, 133045, 12723053, 455003, 275313928
2001, 125_-029, 7455, 15999934, 8739, 234293311
2001, 127_-016, 403895, 15214358, 2338205, 257078948
2001, 125_-017, 15784, 15251252, 48539, 277234801
2001, 131_-011, 0, 0, 0, 0
2001, 131_-022, 1771, 15998885, 2437, 200892994
2001, 132_-023, 204790, 15747871, 364071, 328663045
2001, 120_-026, 438695, 15952717, 1858193, 300298363
2001, 117_-022, 33427, 14806776, 213499, 274553513
2001, 122_-020, 63343, 15999998, 353176, 308558977
2001, 119_-029, 323771, 15992028, 856222, 237610974
2001, 122_-026, 317025, 15996624, 865564, 270155568
2001, 138_-027, 37662, 15998910, 68930, 273560017
2001, 141_-028, 37298, 15972820, 199802, 322230870
2001, 133_-024, 40101, 15104996, 50023, 296684218
2001, 147_-020, 402037, 6361080, 1563803, 68755371
2001, 123_-031, 12454, 15999941, 22040, 177090568
2001, 152_-035, 0, 0, 0, 0
2001, 139_-023, 7000, 15987417, 12207, 377779901
2001, 144_-016, 47101, 13748711, 114488, 188316386
2001, 141_-037, 40150, 15994493, 74631, 99467420
2001, 130_-023, 13389, 15952920, 27739, 289861501
2001, 128_-024, 425843, 15991364, 2572552, 311062809
2001, 146_-020, 152709, 12016317, 1669599, 179356509
2001, 134_-021, 23233, 15759664, 38203, 214962031
2001, 153_-032, 5182, 78229, 33317, 869774
2001, 147_-043, 332736, 10865571, 1506641, 49151528
2001, 123_-036, 0, 0, 0, 0
2001, 130_-015, 70137, 14866694, 296803, 234965947
2001, 148_-033, 43462, 15671825, 272638, 222418198
2001, 118_-032, 40155, 15997866, 65765, 132345613
2001, 132_-020, 21096, 15999943, 127288, 264607994
2001, 117_-020, 0, 0, 0, 0
2001, 119_-027, 3374, 15998473, 4114, 207295374
2001, 122_-032, 522814, 15998110, 1249048, 175968944
2001, 142_-014, 9861, 15938932, 23451, 79894208
2001, 139_-035, 151976, 15832816, 1956679, 207401386
2001, 114_-031, 7351, 60537, 59491, 698805
2001, 122_-019, 50896, 14498797, 247666, 305343422
2001, 145_-029, 133899, 15999978, 202158, 298099715
2001, 113_-021, 0, 0, 0, 0
2001, 141_-038, 58186, 15834525, 187388, 63415108
2001, 115_-035, 57300, 6789546, 234103, 34374758
2001, 138_-025, 86980, 15999680, 146784, 223809203
2001, 119_-033, 165612, 15998872, 331663, 120048842
2001, 144_-012, 0, 0, 0, 0
2001, 119_-034, 170091, 15854941, 441624, 113786014
2001, 150_-027, 35219, 15978491, 143142, 152156609
2001, 114_-032, 0, 0, 0, 0
2001, 131_-029, 5271, 15999999, 5277, 248217608
2001, 122_-028, 12372, 15999739, 14412, 175561391
2001, 132_-029, 10230, 15999987, 13394, 247264352
2001, 129_-031, 81, 16000000, 81, 196503027
2001, 117_-034, 67733, 15968695, 135971, 70147419
2001, 146_-015, 0, 0, 0, 0
2001, 132_-026, 174722, 15975913, 580806, 266638496
2001, 135_-035, 226564, 8577983, 672833, 41003059
2001, 143_-015, 62728, 13698475, 276459, 137392171
