year,cellid,waterpix,clearpix,waterobs,clearobs
2014, 144_-016, 212647, 12237774, 1192606, 162951368
1987, 143_-033, 73606, 15998159, 203443, 223908841
1987, 144_-042, 10394, 1635415, 17123, 2995284
1987, 123_-035, 6989, 21195, 15135, 55136
1987, 129_-016, 782258, 14238574, 4656771, 203970601
1987, 148_-018, 0, 0, 0, 0
1987, 146_-027, 169330, 15995419, 204064, 254945521
1987, 128_-019, 6522, 15829047, 12890, 251019734
1987, 115_-021, 55186, 428581, 517180, 4832188
1987, 149_-029, 726334, 15999505, 1081557, 214615202
1987, 145_-044, 45024, 909294, 87640, 1613023
1987, 134_-011, 0, 0, 0, 0
1987, 122_-034, 132740, 14649744, 270562, 69944812
1987, 132_-032, 6388, 15490001, 24620, 130835654
1987, 134_-022, 8846, 15956492, 9545, 238485507
1987, 115_-026, 26709, 15989081, 44972, 252476023
1987, 149_-035, 33135, 13885253, 111526, 106080561
1987, 148_-036, 148545, 10018808, 621404, 81254081
1987, 139_-033, 1815, 15773619, 1942, 139058748
1987, 122_-025, 4008, 15997445, 7064, 227961839
1987, 127_-029, 1370, 15999990, 1370, 176552729
1987, 143_-042, 0, 0, 0, 0
1987, 149_-037, 69169, 11139440, 347937, 77651757
1987, 133_-021, 1470, 15999414, 3263, 139995397
1987, 141_-019, 8347, 16000000, 32341, 181059247
1987, 150_-028, 105887, 15998000, 208652, 186771531
1987, 139_-029, 90207, 15999607, 139186, 198141693
1987, 126_-022, 155, 15999994, 174, 186385955
1987, 143_-019, 18128, 15336797, 46987, 239589661
1987, 124_-023, 2268, 15999996, 2268, 231349558
1987, 132_-031, 311, 15999892, 311, 110283880
1987, 123_-027, 151769, 15999134, 187226, 231740421
1987, 126_-028, 10807, 15999879, 10849, 201078837
1987, 130_-020, 421, 9626199, 422, 122158281
1987, 136_-019, 4087, 15999623, 5418, 273671138
1987, 112_-029, 0, 0, 0, 0
1987, 149_-036, 142665, 12237061, 360660, 86501369
1987, 133_-019, 3294, 15993316, 3402, 176833839
1987, 118_-029, 17087, 15996337, 33201, 167887525
1987, 127_-026, 1246, 15986542, 1572, 189057088
1987, 148_-040, 5518, 247769, 5903, 295595
1987, 132_-012, 273014, 6426168, 870829, 27983056
1987, 148_-041, 97499, 2396494, 131254, 3950471
1987, 113_-029, 21953, 45421, 94837, 206262
1987, 121_-035, 8387, 24558, 17248, 59881
1987, 121_-029, 46245, 15995638, 72617, 224166935
1987, 126_-017, 8302, 15661169, 11706, 226701287
1987, 150_-026, 27918, 15614746, 223101, 212258694
1987, 135_-021, 6417, 15916769, 8110, 281196984
1987, 119_-025, 21704, 15894711, 25541, 128182499
1987, 130_-025, 458381, 15993583, 780062, 158232068
1987, 147_-019, 0, 0, 0, 0
1987, 143_-040, 3719, 123355, 4421, 151627
1987, 146_-014, 0, 0, 0, 0
1987, 141_-020, 11774, 15999996, 47870, 263516342
1987, 132_-016, 1353, 15999424, 2413, 229943735
1987, 128_-022, 10812, 15981649, 13037, 98096934
1987, 142_-038, 354156, 15144550, 1198365, 62569834
1987, 136_-024, 1673, 15997888, 3185, 310036365
1987, 136_-021, 475, 16000000, 476, 231220258
1987, 143_-041, 841, 20059, 841, 20551
1987, 132_-027, 11634, 15471746, 18194, 163669050
1987, 135_-014, 153876, 14852434, 440585, 85609427
1987, 125_-025, 15366, 15999939, 24092, 196390971
1987, 133_-034, 0, 0, 0, 0
1987, 116_-035, 215701, 14889914, 604231, 64889118
1987, 128_-025, 52809, 15439145, 90055, 240497882
1987, 114_-025, 69805, 15808769, 109560, 220108124
1987, 122_-029, 8506, 15994232, 12612, 213294344
1987, 122_-031, 168044, 15999224, 312083, 225441898
1987, 150_-031, 96762, 13127043, 424820, 162193686
1987, 135_-030, 17747, 15998669, 19956, 225201851
1987, 128_-031, 15222, 16000000, 15424, 128762135
1987, 138_-033, 19493, 14988177, 23698, 176076711
1987, 148_-043, 114497, 834105, 315262, 2313271
1987, 122_-030, 170498, 15993840, 358053, 224117127
1987, 134_-028, 5299, 15980521, 7684, 227339182
1987, 151_-029, 106457, 15124407, 455617, 123558998
1987, 115_-024, 10551, 15829302, 15541, 210392369
1987, 136_-014, 228547, 3816796, 1047143, 23266621
1987, 113_-022, 2644, 77753, 16806, 739742
1987, 135_-034, 32754, 15355458, 130126, 108364490
1987, 125_-023, 3573, 16000000, 3586, 214135305
1987, 145_-032, 10007, 15948177, 32140, 204367876
1987, 147_-039, 458822, 2861086, 1908934, 12133357
1987, 132_-015, 12426, 15829599, 26411, 190638401
1987, 141_-022, 72426, 15966717, 78503, 295324553
1987, 129_-030, 569, 15999957, 573, 79755326
1987, 131_-033, 0, 0, 0, 0
1987, 139_-018, 962205, 9829276, 3771321, 146443907
1987, 141_-031, 56659, 15991084, 119672, 193349463
1987, 136_-017, 23261, 15865646, 90666, 254820469
1987, 149_-030, 236388, 15998109, 649214, 148814119
1987, 144_-033, 28184, 15993377, 50565, 171247038
1987, 142_-016, 48248, 16000000, 174133, 242671187
1987, 144_-026, 285457, 15915527, 306828, 285830958
1987, 152_-025, 60315, 2574825, 134636, 7048444
1987, 144_-029, 591088, 15996101, 3329175, 244338902
1987, 137_-028, 615945, 15996533, 1401437, 110930156
1987, 118_-025, 5815, 15789472, 6541, 179371199
1987, 112_-024, 0, 0, 0, 0
1987, 117_-027, 32369, 15956035, 38505, 212478959
1987, 118_-026, 5894, 15923537, 12289, 233621322
1987, 141_-040, 0, 0, 0, 0
1987, 127_-032, 1711, 15981144, 1712, 75675605
1987, 139_-038, 268195, 1318052, 446958, 3449600
1987, 136_-018, 3218, 15944958, 5711, 258866466
1987, 152_-023, 0, 0, 0, 0
1987, 147_-026, 6077, 15710130, 7948, 208308286
1987, 133_-035, 0, 0, 0, 0
1987, 143_-032, 210257, 15999872, 497003, 211235393
1987, 151_-039, 0, 0, 0, 0
1987, 135_-015, 850228, 10006386, 2194408, 77419331
1987, 115_-027, 53681, 15997172, 77495, 217778869
1987, 124_-032, 3171, 15999977, 3249, 115373480
1987, 145_-045, 0, 0, 0, 0
1987, 148_-045, 0, 0, 0, 0
1987, 142_-039, 43902, 7168780, 105562, 22479498
1987, 114_-029, 62960, 8415402, 157300, 71846347
1987, 132_-030, 16413, 15999955, 16475, 109306477
1987, 128_-032, 35226, 14112800, 45634, 84346255
1987, 149_-021, 73450, 178381, 421824, 1232886
1987, 147_-032, 90932, 15999296, 187162, 162599274
1987, 146_-023, 22338, 15918360, 34312, 227366712
1987, 127_-024, 318, 15998426, 427, 213141183
1987, 125_-016, 168736, 13752065, 1597815, 230071266
1987, 153_-027, 127243, 1686666, 413696, 8963851
1987, 143_-039, 738310, 10420460, 4887019, 60251096
1987, 115_-031, 43079, 14303962, 127796, 87486080
1987, 146_-033, 8591, 15905303, 12548, 201061354
1987, 124_-020, 146, 15999451, 210, 169978990
1987, 142_-019, 12528, 15864503, 24178, 261280406
1987, 142_-022, 11762, 15995328, 18087, 201334218
1987, 143_-014, 57448, 7798870, 154087, 46638423
1987, 129_-033, 0, 0, 0, 0
1987, 137_-012, 0, 0, 0, 0
1987, 151_-032, 15658, 8847859, 97791, 107651311
1987, 133_-025, 56263, 15622181, 86431, 212542821
1987, 148_-020, 47605, 265540, 437198, 3805446
1987, 144_-044, 0, 0, 0, 0
1987, 118_-021, 293758, 11022736, 2073080, 158451108
1987, 143_-012, 21860, 207371, 33592, 305213
1987, 130_-012, 264427, 6449611, 904473, 29104110
1987, 123_-034, 94123, 13125858, 168140, 87026512
1987, 120_-021, 281286, 15824947, 342506, 189090921
1987, 125_-020, 2440, 15968593, 2565, 89941123
1987, 132_-019, 2356, 15999530, 2356, 60914048
1987, 121_-023, 27841, 15946335, 93964, 284467081
1987, 130_-028, 60, 15988635, 60, 138029684
1987, 135_-036, 421, 3295, 428, 3438
1987, 148_-019, 0, 0, 0, 0
1987, 133_-029, 3628, 15999999, 3669, 191156110
1987, 116_-030, 362947, 15990510, 635372, 132723083
1987, 140_-033, 7209, 15930432, 9592, 179425681
1987, 147_-022, 101830, 15931326, 242344, 215791517
1987, 133_-013, 35483, 15069154, 83690, 108442121
1987, 140_-029, 349880, 15999980, 451466, 119044277
1987, 143_-025, 60727, 15915788, 122309, 256666834
1987, 122_-017, 54250, 2767774, 168912, 17526605
1987, 133_-014, 3125, 15818594, 5139, 125236044
1987, 147_-033, 17137, 15985539, 27435, 157410306
1987, 116_-025, 45425, 15846265, 50388, 207671552
1987, 119_-031, 333831, 15967132, 530478, 157241965
1987, 143_-031, 483534, 15995657, 1710605, 225352796
1987, 147_-037, 333480, 6960630, 2899649, 57393031
1987, 128_-029, 825, 15999876, 825, 127790999
1987, 134_-018, 3708, 15999915, 4359, 201978984
1987, 139_-027, 928292, 15999562, 1657098, 178406709
1987, 145_-018, 91222, 11842768, 579428, 106532466
1987, 123_-029, 8122, 15998696, 8128, 168029310
1987, 130_-030, 21236, 15999824, 21347, 130888253
1987, 123_-025, 5264, 15999491, 8254, 239217665
1987, 116_-029, 24814, 15991605, 37918, 156075056
1987, 148_-023, 82011, 15604728, 313802, 243491033
1987, 118_-034, 238558, 15991180, 317992, 92256690
1987, 126_-031, 3832, 15999999, 3832, 148331607
1987, 127_-030, 20855, 15999997, 21272, 150099734
1987, 151_-030, 50656, 14064711, 161261, 124627167
1987, 148_-029, 300566, 15999384, 657866, 186592032
1987, 134_-034, 82231, 3685503, 323409, 23911389
1987, 146_-035, 497270, 15924621, 1062233, 149429811
1987, 145_-036, 434969, 15999296, 879683, 147547376
1987, 139_-037, 364510, 4207420, 771835, 13253874
1987, 142_-017, 33960, 16000000, 141885, 277803311
1987, 113_-023, 16474, 3395203, 101026, 45691087
1987, 114_-028, 39052, 14729693, 126647, 137911232
1987, 119_-024, 25503, 15633694, 94106, 219706072
1987, 143_-027, 278147, 15990665, 402626, 264934047
1987, 125_-035, 0, 0, 0, 0
1987, 120_-025, 3781, 15986951, 4640, 116671258
1987, 149_-038, 123995, 8170619, 467344, 48562237
1987, 142_-018, 20574, 15999128, 76416, 244981070
1987, 128_-017, 1070740, 13577749, 19404469, 274354601
1987, 141_-025, 81962, 15999152, 93798, 138096994
1987, 151_-033, 294368, 10525715, 1176135, 83244907
1987, 120_-034, 165836, 14614396, 467987, 94723436
1987, 133_-030, 5120, 15999979, 5200, 189945707
1987, 143_-029, 686302, 15996286, 1366037, 208708928
1987, 141_-026, 87198, 15971063, 144350, 158899020
1987, 133_-036, 0, 0, 0, 0
1987, 127_-015, 69030, 12959527, 583690, 204190673
1987, 141_-035, 195502, 15999706, 1972388, 199870065
1987, 142_-040, 0, 0, 0, 0
1987, 145_-038, 213776, 11249626, 872335, 75114819
1987, 140_-037, 354985, 15985549, 379571, 69985149
1987, 131_-015, 12712, 15523762, 66633, 198985327
1987, 145_-037, 239285, 15322528, 1219635, 140448359
1987, 126_-026, 938, 15999822, 1108, 248264268
1987, 149_-023, 268632, 11975169, 1690224, 198261073
1987, 140_-020, 12729, 15981212, 38603, 292933197
1987, 137_-014, 0, 0, 0, 0
1987, 124_-026, 7371, 15999932, 7664, 203995521
1987, 135_-025, 16962, 15884509, 35764, 242811379
1987, 129_-024, 50455, 15971695, 168303, 92742426
1987, 142_-034, 43488, 15999971, 132213, 208351783
1987, 138_-029, 105175, 15998864, 162868, 218328874
1987, 140_-018, 1046627, 6963641, 3213709, 99292333
1987, 140_-030, 51176, 15998186, 73430, 133089472
1987, 136_-036, 47606, 2360534, 99816, 6960305
1987, 147_-030, 1602886, 15999778, 2945089, 235875608
1987, 123_-030, 62431, 15999822, 84129, 172824725
1987, 145_-025, 59559, 15985776, 92522, 321114922
1987, 135_-019, 11782, 15999925, 26002, 208351991
1987, 152_-024, 878, 1464, 1989, 3099
1987, 126_-018, 12408, 14996384, 41030, 222281978
1987, 128_-027, 9280, 15668049, 9369, 197939690
1987, 153_-030, 365745, 5394392, 1462480, 36524709
1987, 145_-026, 43280, 15919136, 80675, 325204141
1987, 131_-024, 11189, 15288380, 24804, 193195047
1987, 145_-022, 132590, 15988924, 294476, 243525648
1987, 135_-033, 97793, 15419835, 111328, 137834182
1987, 143_-023, 19697, 15965214, 33944, 266055225
1987, 140_-024, 391538, 15999704, 579517, 256540318
1987, 120_-027, 39603, 15993211, 152743, 226499462
1987, 149_-032, 116883, 14998250, 133140, 160159314
1987, 134_-030, 16884, 15999949, 42534, 201818304
1987, 140_-019, 29876, 15999976, 187898, 231850582
1987, 144_-014, 0, 0, 0, 0
1987, 142_-020, 8149, 15999007, 9774, 279446651
1987, 131_-020, 394, 15968747, 458, 139196500
1987, 126_-027, 5761, 15989196, 6279, 211937394
1987, 147_-024, 158342, 15175346, 856455, 235412335
1987, 127_-023, 7377, 15998504, 10242, 216457208
1987, 126_-035, 0, 0, 0, 0
1987, 141_-024, 209747, 15985767, 312612, 217595036
1987, 113_-025, 1393054, 8054860, 4641090, 79542416
1987, 130_-027, 488, 15371005, 501, 110678149
1987, 114_-034, 6771, 56724, 15832, 168429
1987, 125_-021, 16, 15999385, 16, 47208884
1987, 122_-021, 95, 15999988, 175, 89475900
1987, 125_-014, 1550, 8174, 15634, 101383
1987, 144_-021, 26755, 15596224, 34671, 258202827
1987, 122_-027, 607648, 15993498, 789017, 217752723
1987, 143_-013, 66546, 4024620, 171995, 12966468
1987, 148_-042, 75315, 3485071, 226431, 12419411
1987, 123_-017, 406586, 4679163, 2333844, 41087481
1987, 144_-028, 236907, 15999020, 396531, 199523170
1987, 115_-029, 19844, 15992567, 23381, 162271357
1987, 129_-019, 19948, 15999771, 57055, 228837510
1987, 121_-036, 0, 0, 0, 0
1987, 131_-030, 39488, 15999739, 39829, 156527047
1987, 143_-022, 8281, 16000000, 12398, 267952621
1987, 130_-018, 6319, 15958648, 24132, 216513688
1987, 119_-030, 277543, 15982844, 350624, 167289516
1987, 116_-021, 277369, 3570723, 1965601, 51113900
1987, 119_-035, 52415, 4130117, 105004, 10930155
1987, 145_-028, 48167, 15999054, 114943, 179686351
1987, 132_-022, 32030, 15885139, 32230, 205444553
1987, 124_-035, 0, 0, 0, 0
1987, 149_-024, 159218, 15411283, 494453, 195997910
1987, 132_-011, 3352, 17124, 10723, 58788
1987, 114_-024, 84826, 15968108, 308154, 261343269
1987, 112_-028, 0, 0, 0, 0
1987, 150_-021, 0, 0, 0, 0
1987, 122_-024, 486421, 15970518, 1050187, 254436438
1987, 153_-028, 282136, 4457973, 1514227, 36086866
1987, 123_-021, 435, 15999992, 526, 126404818
1987, 146_-036, 275146, 15970087, 593266, 132176089
1987, 129_-027, 7374, 15435924, 8688, 185827907
1987, 119_-032, 68884, 15994306, 99512, 95642216
1987, 138_-015, 0, 0, 0, 0
1987, 137_-022, 3749, 15999991, 6206, 271223552
1987, 146_-042, 667997, 11083316, 3456310, 52669056
1987, 123_-033, 63610, 15999910, 204054, 142979063
1987, 139_-039, 0, 0, 0, 0
1987, 133_-027, 23320, 15980680, 29459, 173585233
1987, 124_-027, 5732, 15999873, 5739, 188978215
1987, 137_-020, 40081, 15999997, 57950, 301811873
1987, 142_-035, 188570, 15999071, 1696677, 225146511
1987, 148_-038, 109453, 7756955, 415566, 60747990
1987, 140_-017, 3935, 20467, 47767, 406639
1987, 133_-022, 21746, 15915094, 29934, 228777101
1987, 138_-016, 0, 0, 0, 0
1987, 127_-017, 21532, 14908528, 82498, 295765550
1987, 126_-023, 910, 15999831, 1027, 177106391
1987, 131_-032, 3612, 9859831, 7566, 72272554
1987, 120_-023, 95486, 15942020, 146754, 207604892
1987, 131_-025, 204656, 15679144, 464102, 182993516
1987, 149_-026, 34863, 15157244, 232503, 271731174
1987, 139_-015, 0, 0, 0, 0
1987, 136_-015, 56070, 1675304, 294618, 11359105
1987, 134_-017, 9499, 15988176, 11070, 174514844
1987, 143_-043, 0, 0, 0, 0
1987, 137_-024, 13486, 15992364, 18350, 237527524
1987, 125_-018, 5313, 14629599, 11396, 261797390
1987, 151_-034, 522004, 4659887, 2519232, 30161774
1987, 145_-014, 0, 0, 0, 0
1987, 146_-022, 81561, 15886866, 144843, 234588378
1987, 116_-036, 30828, 244957, 112392, 895019
1987, 140_-012, 0, 0, 0, 0
1987, 134_-025, 34860, 15607367, 49354, 255655600
1987, 127_-021, 143605, 15960009, 541451, 100702538
1987, 136_-025, 71578, 15999721, 117510, 213571383
1987, 129_-018, 8702, 15572023, 19633, 199353862
1987, 131_-019, 478, 15999582, 584, 123967173
1987, 148_-031, 74541, 15999927, 158515, 206923877
1987, 129_-026, 970, 15682116, 1422, 254479561
1987, 123_-024, 106468, 15989652, 284118, 210515788
1987, 115_-034, 126581, 9446616, 356841, 35739878
1987, 116_-022, 30189, 15241942, 113443, 245383617
1987, 151_-022, 0, 0, 0, 0
1987, 125_-022, 47187, 15999883, 67460, 126747197
1987, 139_-016, 0, 0, 0, 0
1987, 123_-020, 79, 12869198, 80, 119854052
1987, 117_-026, 22842, 15979422, 29013, 242028806
1987, 122_-035, 21458, 42453, 36785, 76895
1987, 112_-025, 0, 0, 0, 0
1987, 148_-032, 58034, 15813842, 109208, 190167485
1987, 138_-031, 21209, 14764042, 38097, 159251161
1987, 124_-016, 352036, 5785080, 3774306, 86258025
1987, 138_-018, 21207, 15802823, 54207, 234775989
1987, 138_-036, 234343, 5637871, 871389, 23587867
1987, 144_-039, 132885, 3727770, 395284, 14912651
1987, 131_-014, 20218, 15513541, 80021, 201062919
1987, 131_-018, 1015, 15984978, 4040, 222353002
1987, 137_-017, 191726, 12997899, 746770, 177419911
1987, 126_-025, 1590, 15999742, 1590, 163797240
1987, 127_-028, 3993, 15999564, 4003, 217406600
1987, 145_-020, 44522, 15340336, 73873, 254668741
1987, 139_-021, 40567, 14751102, 314707, 165556512
1987, 137_-026, 8129, 15999817, 9825, 236232900
1987, 134_-032, 96066, 15990051, 120703, 186163121
1987, 128_-021, 2166, 15987531, 2166, 130199895
1987, 153_-029, 167038, 6186765, 685938, 43201833
1987, 141_-017, 167642, 12019024, 1098874, 192762084
1987, 134_-013, 99164, 15271510, 226020, 77025384
1987, 117_-032, 67341, 15995936, 119535, 116563854
1987, 153_-033, 0, 0, 0, 0
1987, 131_-021, 8925, 15999982, 8925, 135267546
1987, 148_-026, 18527, 14767289, 114283, 248438541
1987, 148_-024, 362057, 15860557, 2084684, 273520396
1987, 137_-032, 513760, 15944884, 608983, 170505342
1987, 118_-033, 114133, 15994119, 228909, 102843656
1987, 138_-024, 61166, 15997989, 68954, 205205789
1987, 142_-023, 16868, 15936268, 42980, 266653107
1987, 152_-031, 59144, 8778383, 214949, 61258956
1987, 145_-030, 405016, 16000000, 1389107, 246751450
1987, 147_-034, 206988, 15915144, 620131, 165681807
1987, 131_-023, 68316, 15796748, 120036, 203080556
1987, 130_-013, 279264, 5309842, 1200537, 37133985
1987, 137_-016, 86149, 469322, 305700, 4446182
1987, 123_-026, 90452, 15999166, 187722, 288966951
1987, 138_-026, 104513, 15999931, 182961, 170100477
1987, 141_-029, 566792, 15999536, 1819604, 203817076
1987, 132_-028, 3336, 15888752, 3517, 196824221
1987, 149_-040, 0, 0, 0, 0
1987, 128_-018, 42011, 14563949, 108768, 241369785
1987, 127_-014, 34525, 615388, 383230, 7935594
1987, 149_-025, 31349, 15585902, 153704, 197198996
1987, 146_-018, 41279, 904937, 154977, 3999250
1987, 119_-021, 166671, 15573198, 525048, 203802157
1987, 141_-014, 186294, 6914899, 822961, 71778806
1987, 140_-014, 0, 0, 0, 0
1987, 117_-021, 237819, 5413188, 826246, 69524799
1987, 147_-021, 174593, 14056241, 1261690, 160970812
1987, 125_-032, 208, 15999994, 208, 133243333
1987, 151_-038, 0, 0, 0, 0
1987, 147_-041, 31186, 1347265, 52827, 3637275
1987, 128_-016, 1101672, 13942395, 4777499, 257841714
1987, 141_-013, 144633, 4090596, 576047, 23120534
1987, 144_-034, 62182, 15999623, 98969, 189670738
1987, 141_-021, 38792, 15999986, 76793, 303477930
1987, 150_-037, 106460, 878089, 887195, 8920278
1987, 135_-023, 31938, 15860160, 42071, 356905839
1987, 123_-018, 178780, 14090298, 549926, 117848905
1987, 113_-032, 0, 0, 0, 0
1987, 151_-027, 83718, 15475360, 298478, 154500879
1987, 137_-019, 13131, 15910188, 20863, 274657191
1987, 153_-026, 47814, 1717037, 156426, 7871450
1987, 135_-022, 3623, 15913481, 7548, 296182588
1987, 124_-018, 39956, 15815324, 70585, 241871726
1987, 145_-017, 87239, 6125324, 517228, 48749627
1987, 138_-037, 0, 0, 0, 0
1987, 152_-032, 234539, 8259524, 987795, 57143890
1987, 137_-036, 129307, 6209756, 415197, 19303320
1987, 142_-031, 211064, 15969266, 590063, 254850146
1987, 141_-015, 131649, 6817735, 399978, 86974267
1987, 129_-013, 0, 0, 0, 0
1987, 125_-024, 11384, 15999986, 11385, 209001627
1987, 133_-016, 6113, 15965253, 9469, 206468324
1987, 135_-026, 79721, 15999277, 170458, 311793425
1987, 139_-031, 515614, 14286647, 521098, 174611272
1987, 120_-030, 97383, 15995263, 114794, 133087414
1987, 124_-019, 37622, 15863219, 137999, 183648444
1987, 133_-017, 6016, 15999963, 8681, 214347054
1987, 144_-031, 740467, 15997539, 2673858, 208284789
1987, 136_-031, 86583, 15999465, 167520, 206300597
1987, 123_-028, 29399, 15998510, 33494, 190779442
1987, 123_-015, 0, 0, 0, 0
1987, 125_-031, 2052, 16000000, 2054, 183198067
1987, 124_-025, 8355, 15999936, 10170, 186046026
1987, 117_-023, 13077, 13892524, 17176, 187387293
1987, 146_-016, 0, 0, 0, 0
1987, 140_-031, 75535, 15995635, 87695, 187358133
1987, 143_-017, 22835, 15985718, 80712, 188434384
1987, 144_-019, 7652, 15683738, 18332, 139343177
1987, 142_-028, 300859, 15986991, 437998, 165034554
1987, 138_-019, 7743, 15557541, 24762, 208543309
1987, 117_-028, 52338, 15989422, 67169, 170032740
1987, 149_-028, 276139, 15988811, 451919, 238611728
1987, 124_-030, 22147, 15999910, 22158, 184508778
1987, 144_-020, 7737, 15327686, 30573, 172162983
1987, 130_-031, 1452, 16000000, 1452, 107092732
1987, 118_-020, 323, 1144, 1976, 19484
1987, 147_-035, 16761, 15845678, 35877, 167241632
1987, 136_-030, 27322, 15980433, 30642, 212341059
1987, 117_-031, 258579, 15999713, 480143, 134777831
1987, 116_-024, 55376, 15178637, 84220, 248628769
1987, 118_-036, 7464, 22970, 16190, 60202
1987, 130_-016, 114429, 14455298, 787153, 217127904
1987, 141_-036, 41705, 15996845, 203465, 156212433
1987, 141_-016, 208870, 7951179, 1342919, 110699025
1987, 149_-020, 0, 0, 0, 0
1987, 124_-031, 347, 15999987, 364, 150830067
1987, 136_-022, 5178, 15999082, 5925, 288704239
1987, 146_-031, 97693, 15995301, 186938, 173841066
1987, 112_-026, 7170, 274215, 34344, 2612148
1987, 152_-029, 46600, 11576321, 174813, 104981726
1987, 151_-028, 1067375, 15708145, 1465485, 134285003
1987, 131_-012, 202127, 4001265, 580193, 17733595
1987, 136_-012, 74704, 784750, 95176, 1050452
1987, 146_-039, 181724, 10281364, 605701, 44804593
1987, 127_-025, 491, 15910158, 553, 194856033
1987, 128_-015, 1083147, 2524394, 3598798, 30308147
1987, 125_-033, 5117, 8421873, 14855, 50557593
1987, 150_-033, 57892, 9565110, 362533, 85608565
1987, 150_-034, 169575, 8961981, 1468993, 95122784
1987, 132_-034, 0, 0, 0, 0
1987, 150_-024, 952283, 12543603, 2692911, 162991672
1987, 129_-020, 4790, 14257191, 5339, 189614093
1987, 119_-020, 19286, 322057, 84126, 3682158
1987, 138_-038, 0, 0, 0, 0
1987, 132_-025, 12937, 14645368, 18938, 146063681
1987, 121_-032, 705185, 15988785, 2131156, 133078171
1987, 147_-031, 468889, 15998947, 765301, 195282747
1987, 145_-031, 288596, 15964871, 1142879, 237320530
1987, 145_-033, 5284, 15932895, 8924, 163216989
1987, 146_-044, 286570, 4562456, 793866, 14552919
1987, 120_-024, 53703, 15970368, 64774, 208279867
1987, 126_-014, 87228, 1082770, 860512, 13785738
1987, 117_-033, 41903, 15995260, 110930, 99236339
1987, 147_-023, 168134, 15935486, 316090, 270664537
1987, 146_-025, 21234, 15666167, 27195, 229936594
1987, 149_-034, 78611, 12914800, 700674, 129700359
1987, 147_-028, 26990, 16000000, 56421, 251366992
1987, 142_-032, 21997, 15905711, 59336, 236088472
1987, 129_-017, 7550, 15147948, 12112, 192723445
1987, 138_-022, 20084, 15999998, 55118, 265289206
1987, 114_-036, 0, 0, 0, 0
1987, 140_-035, 200425, 15993706, 783761, 90715898
1987, 144_-032, 205866, 15991971, 360387, 146398793
1987, 114_-035, 1292, 3960, 3602, 11396
1987, 137_-015, 0, 0, 0, 0
1987, 135_-029, 49083, 15990537, 68186, 264244317
1987, 126_-024, 239, 15999721, 239, 156831559
1987, 120_-033, 517147, 15998932, 1162719, 128651039
1987, 140_-015, 0, 0, 0, 0
1987, 144_-015, 252412, 8554098, 684648, 49093375
1987, 147_-045, 0, 0, 0, 0
1987, 121_-027, 11619, 15999364, 16990, 237478205
1987, 142_-025, 20285, 15977949, 32608, 238683426
1987, 140_-027, 553507, 15978816, 2012173, 207838644
1987, 145_-035, 592484, 15999939, 1487376, 130852840
1987, 142_-013, 43711, 15816889, 235704, 87793378
1987, 134_-016, 9084, 15920451, 17656, 128129629
1987, 143_-035, 135843, 15999604, 560228, 149898943
1987, 150_-032, 69494, 13306398, 123391, 142760586
1987, 140_-011, 0, 0, 0, 0
1987, 149_-022, 156832, 4532703, 805934, 51257298
1987, 124_-033, 8913, 14760182, 25586, 91255436
1987, 117_-030, 329430, 15966325, 474556, 121247565
1987, 135_-037, 0, 0, 0, 0
1987, 139_-022, 7805, 15685096, 10221, 185709367
1987, 137_-025, 4775, 15999979, 6898, 182453397
1987, 115_-033, 381870, 4858828, 2452090, 28300366
1987, 141_-034, 197312, 15999986, 1916191, 204687022
1987, 137_-023, 53357, 15970694, 68783, 269048947
1987, 118_-030, 10406, 15999937, 15894, 137601678
1987, 117_-035, 102772, 15745117, 164403, 39657103
1987, 130_-033, 0, 0, 0, 0
1987, 130_-024, 1927, 15941001, 5017, 160091071
1987, 131_-017, 7193, 15904198, 43653, 254571140
1987, 118_-024, 13822, 15015961, 16285, 185697580
1987, 152_-026, 188457, 12738515, 727309, 71627863
1987, 131_-013, 606605, 12291535, 2367089, 156047015
1987, 116_-033, 36801, 15574157, 91777, 61053547
1987, 139_-028, 525515, 15999653, 964217, 161770098
1987, 152_-030, 79575, 10094081, 338597, 82820404
1987, 148_-030, 281572, 15999569, 801083, 200847302
1987, 150_-035, 291929, 10056769, 2334154, 97974550
1987, 143_-011, 0, 0, 0, 0
1987, 138_-035, 141346, 10882202, 457017, 56684725
1987, 129_-028, 835, 15942606, 835, 154248378
1987, 115_-030, 53073, 15984458, 69846, 119075355
1987, 132_-017, 2595, 15999942, 3820, 205499665
1987, 144_-035, 156377, 15999988, 348252, 163795210
1987, 116_-026, 59614, 15975518, 60152, 165152873
1987, 133_-012, 86047, 4102133, 218311, 11463276
1987, 120_-029, 9884, 15997364, 13824, 152240161
1987, 140_-038, 422297, 13658667, 717372, 41395554
1987, 121_-030, 243014, 15998812, 421477, 186163105
1987, 148_-025, 196912, 14545170, 304263, 239761687
1987, 120_-022, 36655, 15460171, 68350, 169512684
1987, 150_-038, 5359, 38318, 33292, 284698
1987, 134_-027, 40091, 15997023, 62895, 268850219
1987, 152_-027, 60290, 12212515, 300444, 82840169
1987, 140_-039, 4805, 335422, 6796, 444368
1987, 122_-016, 0, 0, 0, 0
1987, 126_-019, 13455, 15002688, 24059, 156150607
1987, 141_-023, 10785, 15940736, 41081, 306017102
1987, 139_-030, 37702, 15910454, 53477, 209319964
1987, 143_-038, 244544, 15483503, 1379694, 132416409
